[2013-12-7 18:00:07] ********************* Job Exit ********************* 

[2013-12-7 18:00:16] ********************* Job Exit ********************* 

[2013-12-7 18:01:19] ********************* Job Exit ********************* 

[2013-12-7 18:21:24] ********************* Job Start ********************* 

[2013-12-7 18:21:55] ********************* Job Start ********************* 

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:36] ********************* Job Start ********************* 

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:36] ********************* Job Start ********************* 

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:36] ********************* Job Start ********************* 

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:36] ********************* Job Start ********************* 

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:36] ********************* Job Start ********************* 

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:36] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:37] ********************* Job Start ********************* 

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:37] ********************* Job Start ********************* 

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:37] ********************* Job Start ********************* 

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:37] ********************* Job Start ********************* 

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:37] ********************* Job Start ********************* 

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:37] ********************* Job Start ********************* 

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:37] ********************* Job Start ********************* 

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:37] ********************* Job Start ********************* 

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:37] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:38] ********************* Job Start ********************* 

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:38] ********************* Job Start ********************* 

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:38] ********************* Job Start ********************* 

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:38] ********************* Job Start ********************* 

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:38] ********************* Job Start ********************* 

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:38] ********************* Job Start ********************* 

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:38] ********************* Job Start ********************* 

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:38] ********************* Job Start ********************* 

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:38] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:39] ********************* Job Start ********************* 

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:39] ********************* Job Start ********************* 

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:39] ********************* Job Start ********************* 

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:39] ********************* Job Start ********************* 

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:39] ********************* Job Start ********************* 

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:39] ********************* Job Start ********************* 

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:39] ********************* Job Start ********************* 

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:39] ********************* Job Start ********************* 

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:39] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:40] ********************* Job Start ********************* 

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:40] ********************* Job Start ********************* 

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:40] ********************* Job Start ********************* 

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:40] ********************* Job Start ********************* 

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:40] ********************* Job Start ********************* 

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:40] ********************* Job Start ********************* 

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:40] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:40] ********************* Job Exit ********************* 

[2013-12-7 20:57:48] ********************* Job Start ********************* 

[2013-12-7 20:57:48] ********************* Job Start ********************* 

[2013-12-7 20:57:48] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:48] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:48] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:49] ********************* Job Start ********************* 

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:49] ********************* Job Start ********************* 

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:49] ********************* Job Start ********************* 

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:49] ********************* Job Start ********************* 

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:49] ********************* Job Start ********************* 

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:49] ********************* Job Start ********************* 

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:49] ********************* Job Start ********************* 

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:49] ********************* Job Start ********************* 

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:49] ********************* Job Start ********************* 

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:49] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:50] ********************* Job Start ********************* 

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:50] ********************* Job Start ********************* 

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:50] ********************* Job Start ********************* 

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:50] ********************* Job Start ********************* 

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:50] ********************* Job Start ********************* 

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:50] ********************* Job Start ********************* 

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:50] ********************* Job Start ********************* 

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:50] ********************* Job Start ********************* 

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:50] ********************* Job Start ********************* 

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:50] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:51] ********************* Job Start ********************* 

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:51] ********************* Job Start ********************* 

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:51] ********************* Job Start ********************* 

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:51] ********************* Job Start ********************* 

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:51] ********************* Job Start ********************* 

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:51] ********************* Job Start ********************* 

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:51] ********************* Job Start ********************* 

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:51] ********************* Job Start ********************* 

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:51] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:52] ********************* Job Start ********************* 

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:52] ********************* Job Start ********************* 

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:52] ********************* Job Start ********************* 

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:52] ********************* Job Start ********************* 

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:52] ********************* Job Start ********************* 

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:52] ********************* Job Start ********************* 

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:52] ********************* Job Start ********************* 

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:52] ********************* Job Start ********************* 

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:52] ********************* Job Start ********************* 

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:52] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:53] ********************* Job Start ********************* 

[2013-12-7 20:57:53] F:\Working\YZ\home\upload\resource/10_1386368850TNwe.ppt Not Found.

[2013-12-7 20:57:53] F:\Working\YZ\home\upload\resource/10_1386368957KRdD.jpg Not Found.

[2013-12-7 20:57:53] F:\Working\YZ\home\upload\resource/10_1386372314Q6Q5.docx Not Found.

[2013-12-7 20:57:53] ********************* Job Start ********************* 

